id,x,y,z,vx,vy,vz,r,m
0,0.75817,0.279292,1.84711,-0.602175,11.6348,-66.8973,0.04,1
1,0.509055,1.17712,0.0718339,-20.5097,28.4444,10.0626,0.04,1
2,0.603297,0.863256,-0.073171,25.8715,-2.3739,56.6001,0.04,1
3,1.95956,1.1025,0.980733,2.49848,-4.28972,-4.85441,0.04,1
4,0.602723,0.89662,1.13879,33.2815,38.0119,-23.8873,0.04,1
5,0.917082,0.351242,2.05268,12.3637,-7.28456,7.52564,0.04,1
6,1.73776,0.239529,0.442412,-10.0109,6.074,16.2019,0.04,1
7,1.01948,0.0166531,0.46049,3.56837,-8.21344,-30.6038,0.04,1
8,1.75247,1.08059,1.23833,1.12455,154.6,-27.648,0.04,1
9,0.217451,1.31905,1.04067,54.9898,57.8395,2.33939,0.04,1
10,1.3989,1.92401,1.21783,4.9883,21.3278,11.9414,0.04,1
11,1.25596,1.51926,1.91534,3.34886,10.3451,39.1546,0.04,1
12,0.428064,1.77487,0.736536,-5.58155,0.959835,11.4824,0.04,1
13,-0.0623844,0.16614,1.89675,-14.2045,-9.29748,32.6,0.04,1
14,0.0928096,0.938132,0.924138,-5.24033,-31.914,0.0758844,0.04,1
15,1.44228,0.395685,0.9479,5.94161,39.6876,-42.863,0.04,1
16,1.50947,0.700988,1.05051,3.23367,92.4199,-26.3615,0.04,1
17,0.388662,1.65696,1.87822,-11.1749,-24.7199,-27.6801,0.04,1
18,0.77669,1.69088,1.25472,-23.6055,8.67111,-3.98859,0.04,1
19,1.6655,0.763372,1.80647,123.198,-11.4639,-16.7047,0.04,1
20,0.901934,1.84573,0.49481,-18.451,-1.70707,10.2263,0.04,1
21,0.343457,1.3958,0.646984,15.4534,9.26072,28.3214,0.04,1
22,1.77551,1.85489,2.04923,29.2886,-5.11514,22.7833,0.04,1
23,0.0122541,1.70381,1.38225,-41.0108,-62.935,146.334,0.04,1
24,0.25737,0.73362,0.383655,-23.3447,-16.9096,-9.87879,0.04,1
25,0.301392,1.13103,1.39608,-8.18444,-43.5487,-5.40857,0.04,1
26,1.76175,1.52739,0.856006,-29.6985,-16.9018,24.9402,0.04,1
27,1.64309,1.83073,0.212875,2.15623,-31.0786,-3.46438,0.04,1
28,0.842565,0.463316,-0.00882036,1.28993,-5.64953,-24.1264,0.04,1
29,0.59371,0.767496,1.19267,1.67859,4.70969,22.577,0.04,1
30,0.657861,1.83369,0.710133,-11.8319,23.9478,-19.4557,0.04,1
31,1.12777,1.96941,0.985968,9.26034,34.3294,2.33994,0.04,1
32,1.28152,2.03907,1.56739,-15.4409,34.0042,20.5767,0.04,1
33,1.92278,0.781757,0.336191,-0.595679,28.4957,13.8168,0.04,1
34,1.90954,1.23499,0.558976,19.544,7.48987,9.29033,0.04,1
35,0.601007,1.22063,0.45273,4.88488,-28.5278,-4.85798,0.04,1
36,0.893706,1.30076,0.747504,-4.01979,-17.6313,-38.4929,0.04,1
37,0.0452184,1.33239,0.311979,18.3923,-4.35932,16.1012,0.04,1
38,0.880675,2.63142,1.45299,36.3667,-161.476,-25.0426,0.04,1
39,0.286585,0.0601377,1.4864,6.42965,-11.0918,5.58141,0.04,1
40,0.538296,-0.0600493,-0.18855,-13.0184,-3.68282,-6.22016,0.04,1
41,0.347015,-0.196817,1.52036,94.6031,309.093,9.48746,0.04,1
42,0.475923,1.12306,-0.00986087,8.96606,18.9284,-61.6381,0.04,1
43,1.04623,0.460463,0.958784,28.5015,-4.41411,35.2651,0.04,1
44,0.115568,-0.00515625,1.9747,32.4594,53.1791,33.0612,0.04,1
45,0.0742946,-0.119324,1.71815,-24.4789,5.37971,3.78818,0.04,1
46,1.81345,0.984478,1.19187,11.3769,-8.33548,-6.74205,0.04,1
47,1.90637,0.512994,2.17297,1.69408,140.925,96.1491,0.04,1
48,1.53874,0.459196,1.8901,-25.5428,40.6,12.7432,0.04,1
49,0.262667,0.215847,0.674291,59.1829,33.7819,8.10298,0.04,1
50,0.477299,1.24053,1.16815,-52.5564,7.12766,-25.7821,0.04,1
51,1.91725,1.79112,0.116097,-49.9697,52.4132,-7.54748,0.04,1
52,0.927928,1.4796,1.48939,2.6821,19.2554,10.9568,0.04,1
53,1.70696,0.992146,0.716811,-1.68823,14.5682,2.82485,0.04,1
54,1.3829,0.960177,1.20691,14.7662,-1.84201,8.28283,0.04,1
55,1.6059,-0.603699,1.01842,-18.2811,-3.15576,-44.5486,0.04,1
56,0.54196,1.94168,1.94632,-22.6768,-9.46241,45.2755,0.04,1
57,0.0620225,1.89619,0.247104,152.847,43.1038,1.68429,0.04,1
58,0.926284,1.27934,1.65593,-39.4749,-13.8,-29.8223,0.04,1
59,0.581868,1.2171,0.00419087,1.21536,5.41162,17.6877,0.04,1
60,1.6901,1.91193,1.54316,-10.8274,13.9682,-2.24784,0.04,1
61,1.57253,0.0543461,1.46995,-10.5402,60.541,6.31111,0.04,1
62,-0.0129164,1.2264,0.801803,3.07664,-2.21774,14.6974,0.04,1
63,0.415208,1.61838,0.0931396,65.6514,99.9552,41.5536,0.04,1
64,0.248594,0.660579,1.842,-12.3346,0.238996,-15.9094,0.04,1
65,1.61227,0.905672,0.940146,-47.6935,-21.4532,30.1188,0.04,1
66,1.56596,1.88888,1.47389,-0.441129,-13.8965,36.7993,0.04,1
67,0.358184,0.436621,1.77182,-19.0153,-26.7551,-19.4585,0.04,1
68,0.429018,0.928266,2.04983,-21.3509,10.0258,38.1759,0.04,1
69,1.48206,1.12353,0.228539,-0.639691,-22.556,2.55542,0.04,1
70,0.363687,1.87023,1.31706,51.2771,39.1814,-4.01321,0.04,1
71,-0.147467,0.909006,0.696517,-35.8892,-53.6376,42.0229,0.04,1
72,1.3954,2.00328,2.01001,2.8331,27.615,-2.25129,0.04,1
73,0.7398,0.690958,1.17541,24.0523,33.3386,70.6504,0.04,1
74,1.58096,1.9355,1.48844,11.2173,8.3175,-9.75399,0.04,1
75,0.377288,0.781386,1.12292,-5.01483,-2.29344,-17.5219,0.04,1
76,0.158993,0.393309,0.922249,-12.7728,2.09296,-5.45494,0.04,1
77,0.881095,1.99648,1.53074,8.89201,12.7436,0.36033,0.04,1
78,0.679872,2.04869,1.2453,-17.047,12.9175,13.1309,0.04,1
79,1.6822,2.02462,1.40983,-2.82953,-11.3148,-6.80721,0.04,1
